"Latitude","Longitude","Depth","MagType","Magnitude","class","Region_Arica_Parinacota","Region_Tarapaca","Region_Antofagasta","Region_Atacama","Region_Coquimbo","Region_Valparaiso","Region_Metropolitana_Santiago","Region_Libertador_General_OHiggins","Region_Maule","Region_Nuble","Region_Biobio","Region_Araucania","Region_Rios","Region_Lagos","Region_Aysen_General_Carlos_Ibanez","Region_Magallanes_Antartica"
-16.6358,-67.5421,10,"MW",5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.6509,-69.3221,103.1,"MW",5.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.0285,-71.021,9,"MW",5.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-22.8762,-68.1697,125.9,"MW",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-33.6762,-72.0722,22.1,"mb",5.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-33.9945,-72.3756,15.5,"MW",5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-44.302,-82.1963,10,"MW",5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-33.972,-72.2506,13.5,"MW",5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-16.1526,-73.5741,60.7,"MW",5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9273,-70.9223,24.3,"MW",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-21.5819,-68.547,106.1,"MW",5.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-44.7903,-80.8825,10,"MW",5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-17.2695,-69.8247,150,"mb",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.0458,-71.0528,21.7,"MW",5.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9752,-70.9843,15.4,"MW",5.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-22.5898,-70.3062,55.8,"MW",5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.9172,-70.9295,20,"MW",5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-34.1107,-72.334,15.1,"mb",5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-21.5841,-68.6042,109.3,"MW",5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-15.8164,-73.9997,54,"MW",5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-32.6763,-71.8951,13,"MW",5.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-23.3934,-70.7879,31.8,"MW",5.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-18.0776,-69.383,120.2,"MW",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-36.827,-73.6722,12,"MW",5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-32.6484,-67.1501,172.7,"MW",6.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-22.3308,-70.8603,14.1,"MW",5.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-23.5092,-66.7772,198.8,"MW",5.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-23.0653,-66.6621,203.6,"MW",6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-32.3363,-70.9423,80.7,"MW",5.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-24.2398,-67.1557,167.7,"MW",5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-22.6844,-66.7574,203.5,"MW",5.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-17.145,-71.7891,56.5,"mb",5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-27.2098,-71.4224,2.1,"MW",5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-27.8455,-71.1031,31.1,"MW",5.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-20.3588,-69.1672,104.6,"MW",5.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-34.2338,-72.6403,7.8,"MW",5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-29.2452,-71.4245,41.2,"MW",5.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-44.3224,-78.4607,10,"MW",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-44.5441,-73.2733,35,"MW",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-27.7737,-71.0423,33.3,"mb",5.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-18.4235,-71.3568,18.6,"MW",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-36.1112,-73.689,9.7,"MW",6.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-36.07,-73.7188,10,"MW",5.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-36.0907,-73.6081,18.5,"Mww",5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-36.1024,-73.884,6.7,"MW",5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-18.3544,-69.1883,127.1,"MW",6.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.6535,-70.7544,20.6,"MW",5.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-22.1787,-68.5348,107.8,"MW",5.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-22.7161,-66.2311,245.3,"MW",5.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-29.3551,-71.83,20.8,"MW",5.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-21.0584,-68.5294,115.9,"MW",5.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-32.1853,-68.1595,14.4,"mb",5.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-28.7003,-71.6143,6.8,"MW",5.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-15.7056,-75.308,26,"MW",5.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1552,-70.7057,19.7,"MW",5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-18.4975,-69.2065,121.6,"mb",5.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.1209,-70.7815,16.2,"MW",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-22.0011,-68.4379,120,"MW",5.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-28.1825,-70.8354,49.4,"MW",5.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-19.8711,-70.8793,23.9,"MW",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-33.9106,-72.4224,20.5,"MW",5.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-22.4098,-68.4519,121.8,"MW",6.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-36.3349,-73.6674,17.4,"MW",6.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-36.3193,-73.8125,10.8,"MW",5.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-21.7769,-68.2176,123.8,"MW",5.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-15.9902,-74.1826,35,"MW",5.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-29.5167,-71.7789,12.1,"MW",5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-35.5258,-73.1759,17.2,"MW",5.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-35.7146,-74.3742,12.7,"MW",5.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-20.2752,-70.254,34.5,"MW",5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-34.9731,-71.8035,40.5,"mb",5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-30.03,-68.3766,9.8,"MW",5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-29.4783,-71.3108,30.3,"mb",5.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.7023,-71.5391,30.4,"MW",5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-29.7138,-71.3409,34.7,"MW",5.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-15.781,-71.7797,10,"MW",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19.785,-69.245,97.2,"mww",5.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-36.81,-72.579,60,"mb",5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-37.908,-73.609,38.5,"mwr",5.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-25.7802,-64.6856,6.2,"mb",5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-31.661,-68.3557,10,"mb",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-20.0288,-70.8032,9.76,"mww",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-31.5729,-71.6744,22.44,"mww",8.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.618,-71.745,26.7,"mb",6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.7502,-71.7425,19.1,"mwr",6.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.1055,-71.405,37.8,"mb",5.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.5743,-71.6717,35,"mb",5.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.2269,-71.197,29.47,"mb",5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.6,-71.9189,35,"mb",6.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.5622,-71.4262,28.41,"mww",7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.1674,-71.772,32.1,"mb",5.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.7179,-71.8037,20.71,"mb",5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.0731,-71.6913,23.57,"mb",5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-29.9883,-71.7953,35,"mb",5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.4153,-71.8835,19.47,"mb",5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.3748,-71.8137,27.52,"mb",5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.7893,-72.2389,11.34,"mb",5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.7842,-72.0222,12.46,"mb",5.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.4817,-72.1229,16.17,"mb",5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.0485,-71.4853,17.18,"mb",5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.4251,-71.8108,10,"mb",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.7219,-72.0159,10,"mb",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.7494,-72.1254,10,"mb",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.8817,-71.6993,21.66,"mb",5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.7999,-72.1153,10,"mb",5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.418,-71.8766,12.1,"mb",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.9073,-71.7026,20.48,"mb",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.087,-71.7617,11.61,"mb",5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.6674,-72.2394,10,"mb",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.6698,-71.8533,10,"mwr",5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.4625,-72.0944,35,"mb",5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.7363,-72.0265,9.29,"mwr",5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.5748,-71.7993,32.68,"mb",5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.1043,-71.6504,42.32,"mww",6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.908,-72.0799,10,"mb",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.982,-72.8506,10,"mb",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.9669,-71.5398,35,"mwr",5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.922,-71.264,47.1,"mwr",5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.4244,-71.6876,27,"mww",6.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.2244,-71.926,15.97,"mwr",5.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.4711,-71.7377,17.98,"mb",5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.813,-71.6796,29.24,"mb",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.52,-71.81,23,"mwc",6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.5173,-71.804,23,"mww",6.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.8919,-71.386,35,"mb",5.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.4167,-71.98,17.62,"mwr",5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.966,-72.1317,4.75,"mb",5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.2586,-71.8954,19.8,"mb",5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.3875,-71.9551,9.25,"mb",5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.8011,-72.1309,10,"mwr",5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-18.5448,-69.1608,10.74,"mwr",5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-30.9923,-71.4463,38.17,"mb",5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-32.1351,-72.2117,7.14,"mwr",5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-32.9149,-71.6064,10,"mww",5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-32.91,-71.6,10,"mwc",5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-32.1432,-72.3779,10,"mww",5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-30.9102,-71.9829,10,"mwr",5.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.8916,-71.402,35,"mwr",5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-29.7643,-72.086,10,"mwr",5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-32.3271,-71.9254,16.38,"mwr",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-29.9614,-71.8851,5.69,"mwr",5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.031,-71.8056,23.23,"mwr",5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.8294,-72.3019,10,"mwr",5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.3611,-72.0302,5.69,"mww",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-32.23,-72.37,6,"mwc",5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-32.2292,-72.3678,6,"mww",5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-32.3681,-72.2292,8,"mww",6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-31.439,-71.807,30.1,"mwr",5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.3796,-72.7513,10,"mb",5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-29.6411,-72.077,6,"mww",6.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.1004,-72.2316,8,"mww",5.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.1,-71.59,28,"mwc",5.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.0999,-71.5902,28,"mww",5.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-32.33,-72.07,18,"mwc",6.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-32.3335,-72.0629,18,"mww",6.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-30.53,-72.2,10,"mwc",5.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.5256,-72.1984,10,"mww",5.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.8468,-71.4623,45.46,"mwr",5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.6769,-72.1565,13.06,"mww",5.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.2379,-72.2743,8.62,"mwr",5.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.6249,-71.6818,35,"mwr",5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.58,-71.74,30,"mwc",6.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.5757,-71.7431,30,"mww",6.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.0239,-71.7936,25.57,"mww",5.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.7275,-71.3792,35,"mww",6.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.0458,-71.82,26.95,"mww",5.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.78,-71.64,28.4,"mwc",5.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.7819,-71.6407,28.36,"mww",5.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.44,-71.26,58,"mwc",6.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.4441,-71.2653,58,"mww",6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.6191,-71.9505,10,"mww",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.7302,-71.3766,41.04,"mww",5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.8148,-71.3217,46,"mww",6.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.7349,-71.5729,29.03,"mb",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.669,-71.701,36.9,"mwr",5.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-23.8,-66.6,219,"mwc",6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-23.8028,-66.6126,219,"mww",5.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-37.4557,-73.6761,14.53,"mww",5.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-30.301,-71.551,38,"mww",5.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-29.8205,-71.7255,28.54,"mww",5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.3105,-72.1018,5.89,"mww",5.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.656,-71.627,29.9,"mww",5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-16.2684,-72.1052,92,"mww",5.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-30.3035,-71.5318,34,"mww",5.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.7323,-71.7325,35,"mww",5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.1849,-71.8227,21,"mww",5.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.1866,-71.8325,19.65,"mwr",5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-25.47,-64.48,17,"mwc",5.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-25.4674,-64.4839,17,"mww",5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-42.66,-82.45,10.1,"mwc",5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-42.6607,-82.4526,10.13,"mww",5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-30.7867,-71.4045,46.02,"mww",5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.442,-71.4883,39.92,"mww",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-17.9737,-69.4634,115.72,"mb",5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-23.2468,-68.4169,111,"mww",5.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-30.1424,-72.2616,8.49,"mww",5.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-29.4642,-72.3015,13,"mww",6.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.8796,-71.4519,46,"mww",6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.7227,-71.3904,42,"mww",5.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-17.3194,-69.4287,159.86,"mww",5.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-23.5755,-68.9458,101,"mww",5.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-22.2254,-68.7099,109.34,"mww",5.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-29.5067,-72.0068,12,"mww",6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-29.5598,-72.1101,10,"mb",5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-29.4658,-71.9288,10,"mb",5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-29.5097,-72.0585,10,"mww",6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-29.5259,-72.1018,10,"mb",5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-29.8492,-64.4985,27,"mww",5.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.5754,-71.7676,27,"mww",5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.8014,-72.1266,10.13,"mww",5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-24.828,-70.6009,34,"mww",6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-30.3688,-72.151,10,"mww",5.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-23.5597,-64.6521,11,"mww",5.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-23.4779,-64.5862,10,"mb",5.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-24.3012,-67.1815,179.34,"mwr",5.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-16.379,-71.1123,117.31,"mww",5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-23.5099,-64.6396,11.57,"mb",5.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-31.3985,-71.2624,49.53,"mwr",5.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.8096,-71.7519,25,"mww",5.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-35.8838,-73.2763,10,"mww",5.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-35.0134,-71.8969,37.86,"mb",5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-30.6053,-71.3057,48.34,"mww",5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.7499,-72.1791,11.66,"mww",5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-41.6653,-74.0885,22.6,"mww",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-30.6635,-71.6407,24.17,"mww",5.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-21.3044,-68.763,90.29,"mwr",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-26.4372,-70.8561,36.87,"mb",5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-15.8834,-74.038,49.06,"mb",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-31.0533,-71.7056,26.27,"mb",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.074,-71.7623,25.85,"mb",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.5723,-71.5838,29,"Mww",6.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.5812,-71.6663,28.79,"mb",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-30.676,-71.6542,33.84,"Mwr",5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-16.9229,-70.8059,104.56,"mww",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16.4854,-73.6362,10.37,"mb",5.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-30.5696,-71.5703,30.21,"mb",5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-15.7296,-71.8033,10,"mb",5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-30.4623,-72.063,10.15,"mwb",5.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-23.1052,-68.9576,84.32,"mww",5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-18.6904,-70.7402,33.44,"mww",5.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16.0958,-73.9911,45.73,"mb",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-18.8045,-69.629,94.43,"mb",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-30.2495,-71.6502,36.83,"mww",5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-31.241,-71.7314,25.41,"mww",5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
