"","Depth","Magnitude","class","Region_Arica_Parinacota","Region_Tarapaca","Region_Antofagasta","Region_Atacama","Region_Coquimbo","Region_Valparaiso","Region_Metropolitana_Santiago","Region_Libertador_General_OHiggins","Region_Maule","Region_Nuble","Region_Biobio","Region_Araucania","Region_Rios","Region_Lagos","Region_Aysen_General_Carlos_Ibanez","Region_Magallanes_Antartica"
"9565",10,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9566",14.49,4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9567",10,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9568",9.29,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9569",3.5,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9570",19.58,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9571",47.7,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9572",10,4.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9573",5.58,4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9574",30.99,4.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9575",18.82,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9576",19.4,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9577",10,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9578",26.8,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9579",25.07,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9580",14.21,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9581",9.06,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9582",8.16,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9583",10.48,4.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9584",10,4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9585",36.4,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9586",16.6,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9587",10,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9588",14,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9589",10,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9590",38.9,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9591",19.55,4.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9592",38.78,4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9593",96.2,4.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9594",25.08,4.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9595",8.93,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9596",17.95,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9597",10.34,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9598",10,4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9599",10,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9600",51.4,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9601",16.39,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9602",10,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9603",6,6.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9604",17.94,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9605",49.5,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9606",18.87,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9607",43.59,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9608",14.03,4.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"9609",12.11,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9610",41.25,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9611",10,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9612",8,5.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9613",24.61,4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9614",28,5.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9615",28,5.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9616",18.03,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9617",11.28,4.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9618",7.58,4.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9619",35,4.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9620",70.6,4.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"9621",3.85,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9622",27.63,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9623",13.13,4.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9624",18,6.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9625",18,6.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9626",32.2,4.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9627",10,5.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9628",10,5.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9629",35,4.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9630",10,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9631",10,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9632",10,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9633",10,4.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9634",10,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9635",35,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9636",205.99,4.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9637",10,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9638",17.56,4.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9639",10,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9640",39.92,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9641",15.65,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9642",13.93,4.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9643",15.83,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9644",10,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9645",9.44,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9646",10,4.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9647",10,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9648",17.52,4.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9649",15.56,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9650",10,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9651",10,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9652",8.88,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9653",16.2,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9654",51.11,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9655",38.25,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9656",19.71,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"9657",10,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9658",10,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9659",30.66,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9660",10,4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9661",24.11,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9662",25.1,4.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9663",10,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9664",10,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9665",13.08,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9666",22.27,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9667",35.73,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9668",2.49,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9669",10,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9670",22.41,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9671",45.46,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9672",22.3,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9673",13.06,5.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9674",10,4.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9675",17.86,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9676",27.09,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9677",28.69,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9678",17.28,4.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9679",10,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9680",8.62,5.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9681",5,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9682",13.09,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9683",275.51,4.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9684",17.15,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9685",24.88,4.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9686",5.66,4.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9687",7.67,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9688",10.03,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9689",10,4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9690",15.33,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9691",16,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9692",10,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9693",35,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9694",35,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9695",35,4.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9696",35,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9697",23.97,4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9698",40,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9699",14.82,4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9700",10,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9701",10,4.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"9702",10,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9703",8.09,4.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9704",10,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9705",10.74,4.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"9706",17.06,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9707",29.06,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9708",30,6.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9709",30,6.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9710",10,4.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9711",10,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9712",15.83,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9713",36.12,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9714",10,4.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9715",10.98,4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9716",42.99,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9717",17,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9718",10.65,4.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9719",10,4.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9720",18.6,4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9721",6.17,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9722",25.57,5.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9723",19.32,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9724",36.24,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9725",15.32,4.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9726",10,4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9727",35,6.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9728",33,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9729",8.89,4.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9730",26.95,5.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9731",37.59,4.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9732",24.08,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9733",22.7,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9734",28.4,5.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9735",28.36,5.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9736",10,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9737",10,4.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9738",10,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9739",12.1,4.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9740",16.38,4.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9741",10,4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9742",16.94,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9743",10,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9744",10.78,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9745",14.24,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9746",13.73,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9747",10,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9748",10,4.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9749",58,6.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9750",58,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9751",23.6,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9752",10,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9753",24.03,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9754",16.07,4.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9755",49.06,4.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"9756",17.86,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9757",10,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9758",10,4.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9759",184.36,4.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"9760",20.1,4.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9761",13.9,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9762",34.43,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9763",15.7,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9764",44.5,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9765",10,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9766",10,4.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9767",10,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9768",11.38,4.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9769",10,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9770",25.18,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9771",10,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9772",10,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9773",26.76,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9774",35,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9775",10,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9776",42.3,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9777",10,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9778",27.94,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9779",33.53,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9780",29.76,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9781",10,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9782",20.93,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9783",18.72,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9784",10,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9785",9.44,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9786",15.83,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9787",12.07,4.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9788",10,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9789",10,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9790",24.9,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9791",113.8,4.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9792",98.9,4.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9793",10,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9794",10,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9795",35.5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"9796",10,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9797",10,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9798",35,4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9799",10,4.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9800",41.04,5.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9801",40.13,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9802",36.96,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9803",6.64,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9804",38.8,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9805",12.8,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9806",10.45,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9807",14.16,4.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9808",80.16,4.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9809",5.81,4.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9810",15.05,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9811",10,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9812",21.36,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9813",10,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9814",24.96,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9815",11.58,4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9816",11.1,4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9817",10,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9818",46,6.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9819",29.03,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9820",48,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9821",38.18,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9822",49.7,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9823",12.7,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9824",18.86,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9825",40.85,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9826",41.01,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9827",37.47,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9828",45.28,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9829",10,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9830",24.36,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9831",44.2,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9832",33.2,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9833",125.99,4.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9834",20.29,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9835",10,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9836",10,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9837",10,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9838",35.17,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9839",10,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9840",25.8,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9841",99.5,4.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9842",10,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9843",10,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9844",24.78,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9845",37.74,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9846",10,4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9847",10,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9848",41.9,4.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9849",34.38,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9850",18.2,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9851",36.9,5.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9852",23.64,4.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9853",38.96,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9854",13,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9855",17.85,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9856",34.09,4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9857",15,4.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9858",10.85,4.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9859",18.44,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9860",13.91,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9861",33.97,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9862",219,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"9863",219,5.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"9864",45.64,4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9865",39.93,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9866",32.17,4.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9867",35,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9868",18.64,4.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"9869",32.79,4.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"9870",29.15,4.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
